sim.id,status,reg.of.origin,w,alpha,beta,sigma_E,carry.cap,energy.gradient,max.K,num.of.bins,max.time,max.richness,replicate,disturb_frequency,temperate_disturb_intensity,tropical_disturb_intensity,specn.gradient,specn.factor,gamma
5675,completed,temperate,3,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,1,0,0,0,off,NA,0.1
5676,completed,temperate,3,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,2,0,0,0,off,NA,0.1
5677,completed,temperate,3,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,3,0,0,0,off,NA,0.1
5678,completed,temperate,3,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,4,0,0,0,off,NA,0.1
5679,completed,temperate,3,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,5,0,0,0,off,NA,0.1
5680,completed,temperate,3,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,6,0,0,0,off,NA,0.1
5681,completed,temperate,3,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,7,0,0,0,off,NA,0.1
5682,completed,temperate,3,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,8,0,0,0,off,NA,0.1
5683,completed,temperate,3,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,9,0,0,0,off,NA,0.1
5684,completed,temperate,3,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,10,0,0,0,off,NA,0.1
5685,completed,tropical,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,1,0,0,0,off,NA,0.1
5686,completed,tropical,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,2,0,0,0,off,NA,0.1
5687,completed,tropical,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,3,0,0,0,off,NA,0.1
5688,completed,tropical,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,4,0,0,0,off,NA,0.1
5689,completed,tropical,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,5,0,0,0,off,NA,0.1
5690,completed,tropical,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,6,0,0,0,off,NA,0.1
5691,completed,tropical,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,7,0,0,0,off,NA,0.1
5692,completed,tropical,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,8,0,0,0,off,NA,0.1
5693,completed,tropical,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,9,0,0,0,off,NA,0.1
5694,completed,tropical,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,10,0,0,0,off,NA,0.1
5695,completed,temperate,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,1,0,0,0,off,NA,0.1
5696,completed,temperate,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,2,0,0,0,off,NA,0.1
5697,completed,temperate,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,3,0,0,0,off,NA,0.1
5698,completed,temperate,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,4,0,0,0,off,NA,0.1
5699,completed,temperate,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,5,0,0,0,off,NA,0.1
5700,completed,temperate,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,6,0,0,0,off,NA,0.1
5701,completed,temperate,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,7,0,0,0,off,NA,0.1
5702,completed,temperate,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,8,0,0,0,off,NA,0.1
5703,completed,temperate,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,9,0,0,0,off,NA,0.1
5704,completed,temperate,11,1.00E-06,1.00E-04,11,on,on,40000,11,1.00E+05,10000,10,0,0,0,off,NA,0.1
5705,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,11,0,0,0,on,100,0.1
5706,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,12,0,0,0,on,100,0.1
5707,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,13,0,0,0,on,100,0.1
5708,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,14,0,0,0,on,100,0.1
5709,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,15,0,0,0,on,100,0.1
5710,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,16,0,0,0,on,100,0.1
5711,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,17,0,0,0,on,100,0.1
5712,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,18,0,0,0,on,100,0.1
5713,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,19,0,0,0,on,100,0.1
5714,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,20,0,0,0,on,100,0.1
5715,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,21,0,0,0,on,100,0.1
5716,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,22,0,0,0,on,100,0.1
5717,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,23,0,0,0,on,100,0.1
5718,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,24,0,0,0,on,100,0.1
5719,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,25,0,0,0,on,100,0.1
5720,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,26,0,0,0,on,100,0.1
5721,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,27,0,0,0,on,100,0.1
5722,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,28,0,0,0,on,100,0.1
5723,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,29,0,0,0,on,100,0.1
5724,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,30,0,0,0,on,100,0.1
5725,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,31,0,0,0,on,100,0.1
5726,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,32,0,0,0,on,100,0.1
5727,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,33,0,0,0,on,100,0.1
5728,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,34,0,0,0,on,100,0.1
5729,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,35,0,0,0,on,100,0.1
5730,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,36,0,0,0,on,100,0.1
5731,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,37,0,0,0,on,100,0.1
5732,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,38,0,0,0,on,100,0.1
5733,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,39,0,0,0,on,100,0.1
5734,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,40,0,0,0,on,100,0.1
5735,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,41,0,0,0,on,100,0.1
5736,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,42,0,0,0,on,100,0.1
5737,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,43,0,0,0,on,100,0.1
5738,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,44,0,0,0,on,100,0.1
5739,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,45,0,0,0,on,100,0.1
5740,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,46,0,0,0,on,100,0.1
5741,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,47,0,0,0,on,100,0.1
5742,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,48,0,0,0,on,100,0.1
5743,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,49,0,0,0,on,100,0.1
5744,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,50,0,0,0,on,100,0.1
5745,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,51,0,0,0,on,100,0.1
5746,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,52,0,0,0,on,100,0.1
5747,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,53,0,0,0,on,100,0.1
5748,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,54,0,0,0,on,100,0.1
5749,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,55,0,0,0,on,100,0.1
5750,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,56,0,0,0,on,100,0.1
5751,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,57,0,0,0,on,100,0.1
5752,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,58,0,0,0,on,100,0.1
5753,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,59,0,0,0,on,100,0.1
5754,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,60,0,0,0,on,100,0.1
5755,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,61,0,0,0,on,100,0.1
5756,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,62,0,0,0,on,100,0.1
5757,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,63,0,0,0,on,100,0.1
5758,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,64,0,0,0,on,100,0.1
5759,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,65,0,0,0,on,100,0.1
5760,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,66,0,0,0,on,100,0.1
5761,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,67,0,0,0,on,100,0.1
5762,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,68,0,0,0,on,100,0.1
5763,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,69,0,0,0,on,100,0.1
5764,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,70,0,0,0,on,100,0.1
5765,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,71,0,0,0,on,100,0.1
5766,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,72,0,0,0,on,100,0.1
5767,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,73,0,0,0,on,100,0.1
5768,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,74,0,0,0,on,100,0.1
5769,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,75,0,0,0,on,100,0.1
5770,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,76,0,0,0,on,100,0.1
5771,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,77,0,0,0,on,100,0.1
5772,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,78,0,0,0,on,100,0.1
5773,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,79,0,0,0,on,100,0.1
5774,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,80,0,0,0,on,100,0.1
5775,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,81,0,0,0,on,100,0.1
5776,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,82,0,0,0,on,100,0.1
5777,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,83,0,0,0,on,100,0.1
5778,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,84,0,0,0,on,100,0.1
5779,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,85,0,0,0,on,100,0.1
5780,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,86,0,0,0,on,100,0.1
5781,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,87,0,0,0,on,100,0.1
5782,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,88,0,0,0,on,100,0.1
5783,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,89,0,0,0,on,100,0.1
5784,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,90,0,0,0,on,100,0.1
5785,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,91,0,0,0,on,100,0.1
5786,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,92,0,0,0,on,100,0.1
5787,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,93,0,0,0,on,100,0.1
5788,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,94,0,0,0,on,100,0.1
5789,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,95,0,0,0,on,100,0.1
5790,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,96,0,0,0,on,100,0.1
5791,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,97,0,0,0,on,100,0.1
5792,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,98,0,0,0,on,100,0.1
5793,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,99,0,0,0,on,100,0.1
5794,completed,tropical,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,100,0,0,0,on,100,0.1
5795,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,11,0,0,0,on,100,0.1
5796,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,12,0,0,0,on,100,0.1
5797,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,13,0,0,0,on,100,0.1
5798,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,14,0,0,0,on,100,0.1
5799,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,15,0,0,0,on,100,0.1
5800,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,16,0,0,0,on,100,0.1
5801,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,17,0,0,0,on,100,0.1
5802,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,18,0,0,0,on,100,0.1
5803,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,19,0,0,0,on,100,0.1
5804,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,20,0,0,0,on,100,0.1
5805,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,21,0,0,0,on,100,0.1
5806,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,22,0,0,0,on,100,0.1
5807,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,23,0,0,0,on,100,0.1
5808,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,24,0,0,0,on,100,0.1
5809,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,25,0,0,0,on,100,0.1
5810,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,26,0,0,0,on,100,0.1
5811,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,27,0,0,0,on,100,0.1
5812,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,28,0,0,0,on,100,0.1
5813,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,29,0,0,0,on,100,0.1
5814,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,30,0,0,0,on,100,0.1
5815,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,31,0,0,0,on,100,0.1
5816,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,32,0,0,0,on,100,0.1
5817,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,33,0,0,0,on,100,0.1
5818,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,34,0,0,0,on,100,0.1
5819,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,35,0,0,0,on,100,0.1
5820,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,36,0,0,0,on,100,0.1
5821,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,37,0,0,0,on,100,0.1
5822,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,38,0,0,0,on,100,0.1
5823,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,39,0,0,0,on,100,0.1
5824,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,40,0,0,0,on,100,0.1
5825,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,41,0,0,0,on,100,0.1
5826,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,42,0,0,0,on,100,0.1
5827,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,43,0,0,0,on,100,0.1
5828,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,44,0,0,0,on,100,0.1
5829,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,45,0,0,0,on,100,0.1
5830,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,46,0,0,0,on,100,0.1
5831,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,47,0,0,0,on,100,0.1
5832,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,48,0,0,0,on,100,0.1
5833,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,49,0,0,0,on,100,0.1
5834,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,50,0,0,0,on,100,0.1
5835,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,51,0,0,0,on,100,0.1
5836,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,52,0,0,0,on,100,0.1
5837,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,53,0,0,0,on,100,0.1
5838,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,54,0,0,0,on,100,0.1
5839,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,55,0,0,0,on,100,0.1
5840,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,56,0,0,0,on,100,0.1
5841,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,57,0,0,0,on,100,0.1
5842,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,58,0,0,0,on,100,0.1
5843,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,59,0,0,0,on,100,0.1
5844,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,60,0,0,0,on,100,0.1
5845,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,61,0,0,0,on,100,0.1
5846,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,62,0,0,0,on,100,0.1
5847,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,63,0,0,0,on,100,0.1
5848,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,64,0,0,0,on,100,0.1
5849,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,65,0,0,0,on,100,0.1
5850,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,66,0,0,0,on,100,0.1
5851,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,67,0,0,0,on,100,0.1
5852,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,68,0,0,0,on,100,0.1
5853,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,69,0,0,0,on,100,0.1
5854,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,70,0,0,0,on,100,0.1
5855,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,71,0,0,0,on,100,0.1
5856,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,72,0,0,0,on,100,0.1
5857,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,73,0,0,0,on,100,0.1
5858,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,74,0,0,0,on,100,0.1
5859,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,75,0,0,0,on,100,0.1
5860,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,76,0,0,0,on,100,0.1
5861,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,77,0,0,0,on,100,0.1
5862,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,78,0,0,0,on,100,0.1
5863,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,79,0,0,0,on,100,0.1
5864,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,80,0,0,0,on,100,0.1
5865,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,81,0,0,0,on,100,0.1
5866,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,82,0,0,0,on,100,0.1
5867,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,83,0,0,0,on,100,0.1
5868,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,84,0,0,0,on,100,0.1
5869,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,85,0,0,0,on,100,0.1
5870,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,86,0,0,0,on,100,0.1
5871,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,87,0,0,0,on,100,0.1
5872,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,88,0,0,0,on,100,0.1
5873,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,89,0,0,0,on,100,0.1
5874,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,90,0,0,0,on,100,0.1
5875,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,91,0,0,0,on,100,0.1
5876,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,92,0,0,0,on,100,0.1
5877,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,93,0,0,0,on,100,0.1
5878,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,94,0,0,0,on,100,0.1
5879,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,95,0,0,0,on,100,0.1
5880,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,96,0,0,0,on,100,0.1
5881,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,97,0,0,0,on,100,0.1
5882,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,98,0,0,0,on,100,0.1
5883,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,99,0,0,0,on,100,0.1
5884,completed,temperate,3,1.00E-06,1.00E-07,1,on,off,22000,11,1.00E+05,10000,100,0,0,0,on,100,0.1
5885,completed,tropical,3,1.00E-06,1.00E-04,1,on,off,22000,11,1.00E+05,10000,11,100,0.99,0.75,off,NA,0.1
5886,completed,tropical,3,1.00E-06,1.00E-04,1,on,off,22000,11,1.00E+05,10000,12,100,0.99,0.75,off,NA,0.1
5887,completed,tropical,3,1.00E-06,1.00E-04,1,on,off,22000,11,1.00E+05,10000,13,100,0.99,0.75,off,NA,0.1
5888,completed,tropical,3,1.00E-06,1.00E-04,1,on,off,22000,11,1.00E+05,10000,14,100,0.99,0.75,off,NA,0.1
5889,completed,tropical,3,1.00E-06,1.00E-04,1,on,off,22000,11,1.00E+05,10000,15,100,0.99,0.75,off,NA,0.1
5890,completed,tropical,3,1.00E-06,1.00E-04,1,on,off,22000,11,1.00E+05,10000,16,100,0.99,0.75,off,NA,0.1
5891,completed,tropical,3,1.00E-06,1.00E-04,1,on,off,22000,11,1.00E+05,10000,17,100,0.99,0.75,off,NA,0.1
5892,completed,tropical,3,1.00E-06,1.00E-04,1,on,off,22000,11,1.00E+05,10000,18,100,0.99,0.75,off,NA,0.1
5893,completed,tropical,3,1.00E-06,1.00E-04,1,on,off,22000,11,1.00E+05,10000,19,100,0.99,0.75,off,NA,0.1
